	target_1	target_2	interface	energy	time
4171	4gcjA	4yc3A	3e3pAB	-7.81	2023-08-05 04:01:39
4172	4gcjA	4yc3A	3is5EF	-8.882	2023-08-05 04:01:39
4173	4gcjA	4yc3A	3miyAB	-9.793	2023-08-05 04:01:39
4174	4gcjA	6gu7C	1fvrAB	-7.993	2023-08-05 04:01:39
4175	4gcjA	6gu7C	1mruAB	-10.05	2023-08-05 04:01:39
4176	4gcjA	6gu7C	1zy4AB	-17.387	2023-08-05 04:01:39
4177	4gcjA	6gu7C	2a19BC	-17.906	2023-08-05 04:01:39
4178	4gcjA	6gu7C	3e3pAB	-11.867	2023-08-05 04:01:39
4179	4gcjA	6gu7C	3is5EF	-8.3	2023-08-05 04:01:39
4180	4gcjA	6gu7C	3miyAB	-7.091	2023-08-05 04:01:39
4181	4gcjA	6gu7C	3n9xAB	-5.8	2023-08-05 04:01:39
4182	4opxA	7qj6E	2qv6BC	-5.55	2023-08-05 04:01:39
4183	4rwkA	1kswA	1fvrAB	-12.52	2023-08-05 04:01:39
4184	4rwkA	1kswA	2bdfAB	-7.999	2023-08-05 04:01:39
4185	4rwkA	1kswA	2xynAB	-12.991	2023-08-05 04:01:39
4186	4rwkA	1kswA	3bprAB	-11.228	2023-08-05 04:01:39
4187	4rwkA	1kswA	3kulAB	-10.754	2023-08-05 04:01:39
4188	4rwkA	1unpA	1skvAB	-12.176	2023-08-05 04:01:39
4189	4rwkA	1y57A	1fvrAB	-13.137	2023-08-05 04:01:39
4190	4rwkA	1y57A	2bdfAB	-7.06	2023-08-05 04:01:39
4191	4rwkA	1y57A	2xynAB	-16.059	2023-08-05 04:01:39
4192	4rwkA	1y57A	3bprAB	-12.345	2023-08-05 04:01:39
4193	4rwkA	1y57A	3kulAB	-16.798	2023-08-05 04:01:39
4194	4rwkA	3qkmA	1zxeAE	-7.998	2023-08-05 04:01:39
4195	4rwkA	3qkmA	3c4eBC	-5.311	2023-08-05 04:01:39
4196	4rwkA	3qkmA	3lorBC	-6.196	2023-08-05 04:01:39
4197	4rwkA	6s9wA	3c4eBC	-6.732	2023-08-05 04:01:39
4198	4rwkA	7apjA	1zxeAE	-10.184	2023-08-05 04:01:39
4199	4rwkA	7apjA	3c4eBC	-5.355	2023-08-05 04:01:39
4200	4undA	7qj6E	1ufiAB	-7.461	2023-08-05 04:01:39
4201	4undA	7qj6E	2vqgAI	-9.256	2023-08-05 04:01:39
4202	4yc3A	1vywA	1mruAB	-6.439	2023-08-05 04:01:39
4203	4yc3A	1vywA	1zy4AB	-14.656	2023-08-05 04:01:39
4204	4yc3A	1vywA	2a19BC	-16.945	2023-08-05 04:01:39
4205	4yc3A	1vywA	2fb8AB	-10.86	2023-08-05 04:01:39
4206	4yc3A	1vywA	3dakAB	-13.328	2023-08-05 04:01:39
4207	4yc3A	1vywA	3eo6AB	-8.642	2023-08-05 04:01:39
4208	4yc3A	1vywA	3n9xAB	-6.766	2023-08-05 04:01:39
4209	4yc3A	1vywA	3sd0AB	-10.28	2023-08-05 04:01:39
4210	4yc3A	4gcjA	1fvrAB	-12.941	2023-08-05 04:01:39
4211	4yc3A	4gcjA	1mruAB	-15.647	2023-08-05 04:01:39
4212	4yc3A	4gcjA	2a19BC	-16.651	2023-08-05 04:01:39
4213	4yc3A	4gcjA	2fb8AB	-15.755	2023-08-05 04:01:39
4214	4yc3A	4gcjA	2jivAB	-8.241	2023-08-05 04:01:39
4215	4yc3A	4gcjA	3e3pAB	-9.463	2023-08-05 04:01:39
4216	4yc3A	4gcjA	3miyAB	-10.103	2023-08-05 04:01:39
4217	4yc3A	4gcjA	3n9xAB	-5.215	2023-08-05 04:01:39
4218	4yc3A	6yl6A	1mruAB	-8.253	2023-08-05 04:01:39
4219	4yc3A	6yl6A	2fb8AB	-15.056	2023-08-05 04:01:39
4220	4yc3A	6yl6A	2jivAB	-14.774	2023-08-05 04:01:39
4221	4yc3A	6yl6A	3e3pAB	-8.088	2023-08-05 04:01:39
4222	4yc3A	6yl6A	3miyAB	-11.924	2023-08-05 04:01:39
4223	4yc3A	6yl6A	3v1dEH	-15.035	2023-08-05 04:01:39
4224	4yc3A	7b5lL	1mruAB	-12.999	2023-08-05 04:01:39
4225	4yc3A	7b5lL	1yrpAB	-6.385	2023-08-05 04:01:39
4226	4yc3A	7b5lL	2a19BC	-10.685	2023-08-05 04:01:39
4227	4yc3A	7b5lL	2fb8AB	-11.355	2023-08-05 04:01:39
4228	4yc3A	7b5lL	3dakAB	-6.83	2023-08-05 04:01:39
4229	4yc3A	7b5lL	3miyAB	-10.721	2023-08-05 04:01:39
4230	4zdrA	1t2kC	1u5uAB	-10.457	2023-08-05 04:01:39
4231	4zdrA	1t2kC	2g38CD	-9.701	2023-08-05 04:01:39
4232	4zdrA	1t2kC	2om1dh	-14.822	2023-08-05 04:01:39
4233	4zdrA	1t2kC	2ozbBE	-18.784	2023-08-05 04:01:39
4234	4zdrA	1t2kC	3ehhAB	-5.135	2023-08-05 04:01:39
4235	4zdrA	1t2kC	3nrxAB	-14.303	2023-08-05 04:01:39
4236	3krjA	1kswA	1fvrAB	-7.658	2023-08-05 04:01:39
4237	3krjA	1kswA	1p4oAB	-14.146	2023-08-05 04:01:39
4238	3krjA	1kswA	2hw6AB	-6.846	2023-08-05 04:01:39
4239	3krjA	1kswA	3bprAB	-5.219	2023-08-05 04:01:39
4240	3krjA	1kswA	3d7uAB	-10.862	2023-08-05 04:01:39
4241	3krjA	1kswA	3dakAD	-9.276	2023-08-05 04:01:39
4242	3krjA	1kswA	3kulAB	-10.54	2023-08-05 04:01:39
4243	3krjA	1kswA	3nsvBC	-7.163	2023-08-05 04:01:39
4244	3krjA	1kswA	3srvAB	-7.494	2023-08-05 04:01:39
4245	3krjA	1y57A	1fvrAB	-8.406	2023-08-05 04:01:39
4246	3krjA	1y57A	2fb8AB	-6.61	2023-08-05 04:01:39
4247	3krjA	1y57A	2hw6AB	-8.99	2023-08-05 04:01:39
4248	3krjA	1y57A	3a60AB	-13.766	2023-08-05 04:01:39
4249	3krjA	1y57A	3bprAB	-9.902	2023-08-05 04:01:39
4250	3krjA	1y57A	3d7uAB	-9.819	2023-08-05 04:01:39
4251	3krjA	1y57A	3dakAD	-11.617	2023-08-05 04:01:39
4252	3krjA	1y57A	3nsvBC	-8.845	2023-08-05 04:01:39
4253	3krjA	1y57A	3srvAB	-10.019	2023-08-05 04:01:39
4254	3krjA	3qkmA	1zxeAE	-6.681	2023-08-05 04:01:39
4255	3krjA	3qkmA	2bmcEF	-7.018	2023-08-05 04:01:39
4256	3krjA	3qkmA	3a60AB	-13.557	2023-08-05 04:01:39
4257	3krjA	3qkmA	3c4eBC	-10.491	2023-08-05 04:01:39
4258	3krjA	3qkmA	3n9xAB	-11.347	2023-08-05 04:01:39
4259	3krjA	6s9wA	2hw6AB	-10.178	2023-08-05 04:01:39
4260	3krjA	6s9wA	3c4eBC	-5.226	2023-08-05 04:01:39
4261	3krjA	7apjA	1zxeAE	-7.395	2023-08-05 04:01:39
4262	3krjA	7apjA	3c4eBC	-11.427	2023-08-05 04:01:39
4263	3kxxA	1kswA	1fvrAB	-11.812	2023-08-05 04:01:39
4264	3kxxA	1kswA	3kulAB	-10.563	2023-08-05 04:01:39
4265	3kxxA	1y57A	1fvrAB	-7.481	2023-08-05 04:01:39
4266	3kxxA	1y57A	2bdfAB	-5.623	2023-08-05 04:01:39
4267	3kxxA	1y57A	3dakAD	-12.446	2023-08-05 04:01:39
4268	3kxxA	1y57A	3dqwBD	-10.502	2023-08-05 04:01:39
4269	3kxxA	1y57A	3kulAB	-14.016	2023-08-05 04:01:39
4270	3kxxA	3qkmA	1zxeAE	-6.633	2023-08-05 04:01:39
4271	3kxxA	3qkmA	3a60AB	-6.285	2023-08-05 04:01:39
4272	3kxxA	3qkmA	3dakAD	-9.64	2023-08-05 04:01:39
4273	3kxxA	6s9wA	3c4eBC	-6.743	2023-08-05 04:01:39
4274	3kxxA	7apjA	1mruAB	-6.259	2023-08-05 04:01:39
4275	3kxxA	7apjA	1zxeAE	-9.097	2023-08-05 04:01:39
4276	3od6X	3co6C	2cpgBC	-13.217	2023-08-05 04:01:39
4277	3ollA	1cm0A	1cnt14	-9.807	2023-08-05 04:01:39
4278	3ollA	1cm0A	2ib0AB	-12.829	2023-08-05 04:01:39
4279	3ollA	1jm4B	3zylAB	-11.986	2023-08-05 04:01:39
4280	3ollA	1n72A	3i6xBC	-8.025	2023-08-05 04:01:39
4281	3ollA	1wugA	2clbAB	-10.766	2023-08-05 04:01:39
4282	5etcA	3co6C	2cpgBC	-6.331	2023-08-05 04:01:39
4283	2riqA	7qj6E	2dt7AB	-7.35	2023-08-05 04:01:39
4284	6gu7C	1vywA	1fvrAB	-7.558	2023-08-05 04:01:39
4285	6gu7C	1vywA	1mruAB	-5.092	2023-08-05 04:01:39
4286	6gu7C	1vywA	1zy4AB	-14.978	2023-08-05 04:01:39
4287	6gu7C	1vywA	2fb8AB	-25.66	2023-08-05 04:01:39
4288	6gu7C	1vywA	3dakAB	-7.551	2023-08-05 04:01:39
4289	6gu7C	1vywA	3e3pAB	-18.729	2023-08-05 04:01:39
4290	6gu7C	1vywA	3eo6AB	-6.555	2023-08-05 04:01:39
4291	6gu7C	1vywA	3miyAB	-5.503	2023-08-05 04:01:39
4292	6gu7C	1vywA	3v1dEH	-8.42	2023-08-05 04:01:39
4293	6gu7C	4gcjA	1fvrAB	-8.543	2023-08-05 04:01:39
4294	6gu7C	4gcjA	1mruAB	-18.556	2023-08-05 04:01:39
4295	6gu7C	4gcjA	1zy4AB	-11.24	2023-08-05 04:01:39
4296	6gu7C	4gcjA	2a19BC	-12.741	2023-08-05 04:01:39
4297	6gu7C	4gcjA	2fb8AB	-13.526	2023-08-05 04:01:39
4298	6gu7C	4gcjA	3e3pAB	-11.891	2023-08-05 04:01:39
4299	6gu7C	4gcjA	3miyAB	-7.171	2023-08-05 04:01:39
4300	6gu7C	6yl6A	1mruAB	-12.656	2023-08-05 04:01:39
4301	6gu7C	6yl6A	2fb8AB	-15.391	2023-08-05 04:01:39
4302	6gu7C	6yl6A	3e3pAB	-17.987	2023-08-05 04:01:39
4303	6gu7C	6yl6A	3miyAB	-12.089	2023-08-05 04:01:39
4304	6gu7C	6yl6A	3n9xAB	-5.479	2023-08-05 04:01:39
4305	6gu7C	7b5lL	1mruAB	-14.468	2023-08-05 04:01:39
4306	6gu7C	7b5lL	2fb8AB	-9.027	2023-08-05 04:01:39
4307	6gu7C	7b5lL	3dakAB	-6.101	2023-08-05 04:01:39
4308	6gu7C	7b5lL	3e3pAB	-14.932	2023-08-05 04:01:39
4309	6gu7C	7b5lL	3miyAB	-7.715	2023-08-05 04:01:39
4310	6s9wA	3krjA	2hw6AB	-9.394	2023-08-05 04:01:39
4311	6s9wA	3kxxA	2qg5AB	-15.144	2023-08-05 04:01:39
4312	6s9wA	4rwkA	2qg5AB	-16.326	2023-08-05 04:01:39
4313	6yl6A	4yc3A	1mruAB	-16.009	2023-08-05 04:01:39
4314	6yl6A	4yc3A	1zy4AB	-19.256	2023-08-05 04:01:39
4315	6yl6A	4yc3A	2a19BC	-8.454	2023-08-05 04:01:39
4316	6yl6A	4yc3A	2fb8AB	-19.016	2023-08-05 04:01:39
4317	6yl6A	4yc3A	2jivAB	-8.71	2023-08-05 04:01:39
4318	6yl6A	4yc3A	3e3pAB	-15.355	2023-08-05 04:01:39
4319	6yl6A	4yc3A	3miyAB	-6.947	2023-08-05 04:01:39
4320	6yl6A	4yc3A	3v1dEH	-9.042	2023-08-05 04:01:39
4321	6yl6A	6gu7C	1mruAB	-12.931	2023-08-05 04:01:39
4322	6yl6A	6gu7C	1zy4AB	-7.097	2023-08-05 04:01:39
4323	6yl6A	6gu7C	2a19BC	-9.755	2023-08-05 04:01:39
4324	6yl6A	6gu7C	2jivAB	-5.253	2023-08-05 04:01:39
4325	6yl6A	6gu7C	3miyAB	-11.025	2023-08-05 04:01:39
4326	6yl6A	6gu7C	3v1dEH	-5.515	2023-08-05 04:01:39
4327	7apjA	3kxxA	2qg5AB	-13.554	2023-08-05 04:01:39
4328	7apjA	3kxxA	3c0hAB	-7.428	2023-08-05 04:01:39
4329	7apjA	4rwkA	2qg5AB	-11.304	2023-08-05 04:01:39
4330	7b5lL	4yc3A	1mruAB	-10.006	2023-08-05 04:01:39
4331	7b5lL	4yc3A	1yrpAB	-14.331	2023-08-05 04:01:39
4332	7b5lL	4yc3A	2a19BC	-10.346	2023-08-05 04:01:39
4333	7b5lL	4yc3A	2fb8AB	-11.335	2023-08-05 04:01:39
4334	7b5lL	4yc3A	3e3pAB	-5.96	2023-08-05 04:01:39
4335	7b5lL	6gu7C	1yrpAB	-6.271	2023-08-05 04:01:39
4336	7b5lL	6gu7C	2a19BC	-11.749	2023-08-05 04:01:39
4337	7b5lL	6gu7C	3e3pAB	-5.199	2023-08-05 04:01:39
4338	7b5lL	6gu7C	3miyAB	-8.677	2023-08-05 04:01:39
4339	7b5lL	6gu7C	3v1dEH	-5.867	2023-08-05 04:01:39
4340	7p1hB	2jvnA	2a26AB	-6.506	2023-08-05 04:01:39
4341	7qj6E	2jvnA	1ufiAB	-21.299	2023-08-05 04:01:39
4342	7qj6E	2riqA	2y79AB	-8.49	2023-08-05 04:01:39
4343	7qj6E	4undA	1ufiAB	-18.337	2023-08-05 04:01:39
4344	7qj6E	4undA	2vyiAB	-11.405	2023-08-05 04:01:39
4345	1t2kC	4zdrA	3omeAF	-8.059	2023-08-05 04:01:39
4346	1t2kC	4zdrA	3txqDG	-12.484	2023-08-05 04:01:39
4347	1vywA	4yc3A	1mruAB	-12.075	2023-08-05 04:01:39
4348	1vywA	4yc3A	2a19BC	-10.918	2023-08-05 04:01:39
4349	1vywA	4yc3A	2fb8AB	-20.569	2023-08-05 04:01:39
4350	1vywA	4yc3A	3e3pAB	-7.156	2023-08-05 04:01:39
4351	1vywA	4yc3A	3eo6AB	-7.274	2023-08-05 04:01:39
4352	1vywA	4yc3A	3miyAB	-7.571	2023-08-05 04:01:39
4353	1vywA	4yc3A	3n9xAB	-8.649	2023-08-05 04:01:39
4354	1vywA	4yc3A	3sd0AB	-6.883	2023-08-05 04:01:39
4355	1vywA	6gu7C	1mruAB	-11.1	2023-08-05 04:01:39
4356	1vywA	6gu7C	2a19BC	-12.489	2023-08-05 04:01:39
4357	1vywA	6gu7C	2jivAB	-9.898	2023-08-05 04:01:39
4358	1vywA	6gu7C	3e3pAB	-8.613	2023-08-05 04:01:39
4359	1vywA	6gu7C	3miyAB	-12.416	2023-08-05 04:01:39
4360	1vywA	6gu7C	3n9xAB	-14.429	2023-08-05 04:01:39
4361	1vywA	6gu7C	3v1dEH	-7.292	2023-08-05 04:01:39
4362	1wugA	3ollA	2clbAB	-7.55	2023-08-05 04:01:39
4363	1y57A	3krjA	1fvrAB	-8.76	2023-08-05 04:01:39
4364	1y57A	3krjA	2hw6AB	-6.969	2023-08-05 04:01:39
4365	1y57A	3krjA	3dakAD	-5.987	2023-08-05 04:01:39
4366	1y57A	3krjA	3dqwAB	-6.704	2023-08-05 04:01:39
4367	1y57A	3kxxA	2xynAB	-12.115	2023-08-05 04:01:39
4368	1y57A	3kxxA	3bbtBD	-5.146	2023-08-05 04:01:39
4369	1y57A	3kxxA	3dakAD	-8.739	2023-08-05 04:01:39
4370	1y57A	3kxxA	3gqlAC	-15.535	2023-08-05 04:01:39
4371	1y57A	3kxxA	3kulAB	-13.911	2023-08-05 04:01:39
4372	1y57A	3kxxA	3rhxAB	-8.617	2023-08-05 04:01:39
4373	1y57A	4rwkA	1fvrAB	-12.904	2023-08-05 04:01:39
4374	1y57A	4rwkA	2jivAB	-15.444	2023-08-05 04:01:39
4375	1y57A	4rwkA	2xynAB	-7.443	2023-08-05 04:01:39
4376	1y57A	4rwkA	3kulAB	-5.329	2023-08-05 04:01:39
4377	1cm0A	2fszB	1g3iGM	-15.71	2023-08-05 04:01:39
4378	1kswA	3krjA	1fvrAB	-6.564	2023-08-05 04:01:39
4379	1kswA	3krjA	1m7nAB	-9.32	2023-08-05 04:01:39
4380	1kswA	3krjA	1p4oAB	-11.179	2023-08-05 04:01:39
4381	1kswA	3krjA	2hw6AB	-10.435	2023-08-05 04:01:39
4382	1kswA	3krjA	3a60AB	-9.27	2023-08-05 04:01:39
4383	1kswA	3krjA	3dakAD	-10.29	2023-08-05 04:01:39
4384	1kswA	3krjA	3kulAB	-7.611	2023-08-05 04:01:39
4385	1kswA	3kxxA	1fvrAB	-9.609	2023-08-05 04:01:39
4386	1kswA	3kxxA	2xynAB	-14.902	2023-08-05 04:01:39
4387	1kswA	3kxxA	3a60AB	-14.591	2023-08-05 04:01:39
4388	1kswA	3kxxA	3gqlAC	-14.084	2023-08-05 04:01:39
4389	1kswA	3kxxA	3kulAB	-22.074	2023-08-05 04:01:39
4390	1kswA	4rwkA	1fvrAB	-13.737	2023-08-05 04:01:39
4391	1kswA	4rwkA	1p4oAB	-7.541	2023-08-05 04:01:39
4392	1kswA	4rwkA	2xynAB	-12.772	2023-08-05 04:01:39
4393	1kswA	4rwkA	3a60AB	-7.052	2023-08-05 04:01:39
4394	1kswA	4rwkA	3kulAB	-10.13	2023-08-05 04:01:39
4395	1n72A	3ollA	3gg3AB	-18.126	2023-08-05 04:01:39
4396	1n72A	3ollA	3i6xBC	-14.767	2023-08-05 04:01:39
4397	2fszB	1wugA	2i9pBD	-8.126	2023-08-05 04:01:39
4398	2jvnA	7qj6E	3pkzEF	-12.721	2023-08-05 04:01:39
4399	1olgA	6yhfA	1o7dBC	-20.121	2023-08-05 03:55:28
4400	1olgA	6yhiA	1o7dBC	-14.327	2023-08-05 03:55:28
4401	1olgA	6yhiA	1sfkAB	-20.678	2023-08-05 03:55:28
4402	1olgA	6yhiA	2a1fCD	-11.764	2023-08-05 03:55:28
4403	1olgA	6yhiA	2bgcFG	-7.491	2023-08-05 03:55:28
4404	1olgA	6yhiA	2d8dAB	-13.396	2023-08-05 03:55:28
4405	1olgA	6yhiA	2f66AB	-16.12	2023-08-05 03:55:28
4406	1olgA	6yhiA	2fmyCD	-8.625	2023-08-05 03:55:28
4407	1olgA	6yhiA	2gyqAB	-15.738	2023-08-05 03:55:28
4408	1olgA	6yhiA	2q73AB	-20.359	2023-08-05 03:55:28
4409	1olgA	6yhiA	3ab2IK	-29.1	2023-08-05 03:55:28
4410	1olgA	6yhiA	3d0tCD	-6.143	2023-08-05 03:55:28
4411	1olgA	6yhiA	3l34GH	-13.359	2023-08-05 03:55:28
4412	1olgA	6yhiA	3lbxAB	-19.917	2023-08-05 03:55:28
4413	1olgA	6yhiA	3nviAC	-20.893	2023-08-05 03:55:28
4414	1olgA	6yhiA	3q9dAB	-13.392	2023-08-05 03:55:28
4415	1olgA	6yhiA	3r0aAB	-10.306	2023-08-05 03:55:28
4416	1olgA	6yhpA	1sfkAB	-21.92	2023-08-05 03:55:28
4417	1olgA	6yhpA	2a1fCD	-16.352	2023-08-05 03:55:28
4418	1olgA	6yhpA	3d0tCD	-13.225	2023-08-05 03:55:28
4419	6t58A	6yhiA	1h2sAB	-8.338	2023-08-05 03:55:28
4420	6yhfA	1olgA	1iz1AB	-15.523	2023-08-05 03:55:28
4421	6yhfA	6t58A	1iz1AB	-13.77	2023-08-05 03:55:28
4422	6yhfA	7bwnD	1avoKL	-5.121	2023-08-05 03:55:28
4423	6yhfA	7bwnD	1otwAB	-20.894	2023-08-05 03:55:28
4424	6yhiA	1olgA	1a93AB	-15.645	2023-08-05 03:55:28
4425	6yhiA	1olgA	1htmDF	-7.276	2023-08-05 03:55:28
4426	6yhiA	1olgA	1qgtAB	-25.167	2023-08-05 03:55:28
4427	6yhiA	1olgA	1tbxAB	-19.307	2023-08-05 03:55:28
4428	6yhiA	1olgA	1txpCD	-15.229	2023-08-05 03:55:28
4429	6yhiA	1olgA	1xhuAB	-19.453	2023-08-05 03:55:28
4430	6yhiA	1olgA	2e7sST	-20.9	2023-08-05 03:55:28
4431	6yhiA	1olgA	2fmyCD	-7.017	2023-08-05 03:55:28
4432	6yhiA	1olgA	2g42AB	-18.003	2023-08-05 03:55:28
4433	6yhiA	1olgA	2penCD	-17.245	2023-08-05 03:55:28
4434	6yhiA	1olgA	2x7xAB	-12.466	2023-08-05 03:55:28
4435	6yhiA	1olgA	3ab2IK	-28.942	2023-08-05 03:55:28
4436	6yhiA	1olgA	3d0tCD	-12.879	2023-08-05 03:55:28
4437	6yhiA	1olgA	3h3mAB	-10.417	2023-08-05 03:55:28
4438	6yhiA	1olgA	3l34GH	-16.671	2023-08-05 03:55:28
4439	6yhiA	1olgA	3la2AB	-6.435	2023-08-05 03:55:28
4440	6yhiA	1olgA	3mq9AD	-14.465	2023-08-05 03:55:28
4441	6yhiA	1olgA	3o40AB	-21.928	2023-08-05 03:55:28
4442	6yhiA	1olgA	3rkoKN	-9.239	2023-08-05 03:55:28
4443	6yhiA	3q01A	2x7xAB	-13.874	2023-08-05 03:55:28
4444	6yhiA	3q05A	1txpCD	-7.292	2023-08-05 03:55:28
4445	6yhiA	5hp0A	2c9nYZ	-21.033	2023-08-05 03:55:28
4446	6yhiA	5hpdA	2c9nYZ	-23.136	2023-08-05 03:55:28
4447	3q01A	6yhfA	2x7xAB	-11.346	2023-08-05 03:55:28
4448	3q01A	6yhiA	2x7xAB	-8.259	2023-08-05 03:55:28
4449	3q01B	6yhiA	1f23BC	-13.254	2023-08-05 03:55:28
4450	5hpdA	6yhiA	2c5iPT	-10.899	2023-08-05 03:55:28
4451	5hpdA	6yhiA	2c9nYZ	-12.212	2023-08-05 03:55:28
4452	5hpdA	6yhiA	3cjhEF	-15.537	2023-08-05 03:55:28
4453	7bwnD	6yhfA	1otwAB	-23.937	2023-08-05 03:55:28
4454	7bwnD	6yhfA	2q73AB	-10.363	2023-08-05 03:55:28
4455	7bwnD	6yhfA	2x7xAB	-19.984	2023-08-05 03:55:28
4456	7bwnD	6yhfA	3dpiAB	-9.84	2023-08-05 03:55:28
4457	7bwnD	6yhfA	3n95AC	-7.555	2023-08-05 03:55:28
4458	7bwnD	6yhiA	1iz1AB	-9.392	2023-08-05 03:55:28
4459	7bwnD	6yhiA	1or6AB	-7.803	2023-08-05 03:55:28
4460	7bwnD	6yhiA	1utuAB	-7.67	2023-08-05 03:55:28
4461	7bwnD	6yhiA	1wa8AB	-16.39	2023-08-05 03:55:28
4462	7bwnD	6yhiA	1wp7AB	-10.811	2023-08-05 03:55:28
4463	7bwnD	6yhiA	1xouAB	-16.383	2023-08-05 03:55:28
4464	7bwnD	6yhiA	1z6oAM	-11.037	2023-08-05 03:55:28
4465	7bwnD	6yhiA	1ztdAB	-15.826	2023-08-05 03:55:28
4466	7bwnD	6yhiA	2bgcFG	-11.347	2023-08-05 03:55:28
4467	7bwnD	6yhiA	2e89AB	-16.933	2023-08-05 03:55:28
4468	7bwnD	6yhiA	2f66AB	-16.43	2023-08-05 03:55:28
4469	7bwnD	6yhiA	2fmyCD	-9.239	2023-08-05 03:55:28
4470	7bwnD	6yhiA	2j3tCD	-16.021	2023-08-05 03:55:28
4471	7bwnD	6yhiA	2oa5AB	-11.956	2023-08-05 03:55:28
4472	7bwnD	6yhiA	2ozbBE	-11.976	2023-08-05 03:55:28
4473	7bwnD	6yhiA	2q73AB	-15.579	2023-08-05 03:55:28
4474	7bwnD	6yhiA	2wg5AB	-21.389	2023-08-05 03:55:28
4475	7bwnD	6yhiA	2x7xAB	-17.49	2023-08-05 03:55:28
4476	7bwnD	6yhiA	2ym9AD	-13.57	2023-08-05 03:55:28
4477	7bwnD	6yhiA	3ab2IK	-14.077	2023-08-05 03:55:28
4478	7bwnD	6yhiA	3d0tCD	-7.397	2023-08-05 03:55:28
4479	7bwnD	6yhiA	3dpiAB	-7.803	2023-08-05 03:55:28
4480	7bwnD	6yhiA	3h3zAB	-17.904	2023-08-05 03:55:28
4481	7bwnD	6yhiA	3l34GH	-13.818	2023-08-05 03:55:28
4482	7bwnD	6yhiA	3n95AC	-11.621	2023-08-05 03:55:28
4483	7bwnD	6yhiA	3nrxAB	-8.338	2023-08-05 03:55:28
4484	7bwnD	6yhiA	3oj8AB	-5.134	2023-08-05 03:55:28
4485	7bwnD	6yhiA	3rkoEF	-12.081	2023-08-05 03:55:28
4486	7bwnD	6yhiA	3rt1BD	-15.179	2023-08-05 03:55:28
4487	7bwnD	6yhiA	3tt1AB	-25.931	2023-08-05 03:55:28
4488	6yhiA	6lhdA	1y4mAB	-16.4	2023-08-05 03:55:28
4489	6yhiA	6t58A	2pg4AB	-8.63	2023-08-05 03:55:28
4490	6yhiA	7bwnD	1de4AC	-21.481	2023-08-05 03:55:28
4491	6yhiA	7bwnD	1f23BC	-11.602	2023-08-05 03:55:28
4492	6yhiA	7bwnD	1qgtAB	-14.032	2023-08-05 03:55:28
4493	6yhiA	7bwnD	1skvAB	-14.144	2023-08-05 03:55:28
4494	6yhiA	7bwnD	1smqBC	-19.026	2023-08-05 03:55:28
4495	6yhiA	7bwnD	1tbxAB	-18.561	2023-08-05 03:55:28
4496	6yhiA	7bwnD	1ztdAB	-8.738	2023-08-05 03:55:28
4497	6yhiA	7bwnD	2bgcFG	-5.357	2023-08-05 03:55:28
4498	6yhiA	7bwnD	2e7sST	-13.542	2023-08-05 03:55:28
4499	6yhiA	7bwnD	2e89AB	-11.793	2023-08-05 03:55:28
4500	6yhiA	7bwnD	2fmyCD	-12.246	2023-08-05 03:55:28
4501	6yhiA	7bwnD	2gr7DF	-14.453	2023-08-05 03:55:28
4502	6yhiA	7bwnD	2gslEF	-23.007	2023-08-05 03:55:28
4503	6yhiA	7bwnD	2qa7CD	-14.768	2023-08-05 03:55:28
4504	6yhiA	7bwnD	2qdhAC	-18.401	2023-08-05 03:55:28
4505	6yhiA	7bwnD	2x7xAB	-9.28	2023-08-05 03:55:28
4506	6yhiA	7bwnD	2y3gAD	-8.003	2023-08-05 03:55:28
4507	6yhiA	7bwnD	2zhzBC	-15.326	2023-08-05 03:55:28
4508	6yhiA	7bwnD	3bddCD	-8.229	2023-08-05 03:55:28
4509	6yhiA	7bwnD	3c07AB	-9.049	2023-08-05 03:55:28
4510	6yhiA	7bwnD	3fzvBC	-15.385	2023-08-05 03:55:28
4511	6yhiA	7bwnD	3g13AB	-13.909	2023-08-05 03:55:28
4512	6yhiA	7bwnD	3l34GH	-15.413	2023-08-05 03:55:28
4513	6yhiA	7bwnD	3lyhAB	-5.554	2023-08-05 03:55:28
4514	6yhiA	7bwnD	3nazBD	-16.412	2023-08-05 03:55:28
4515	6yhiA	7bwnD	3o40AB	-5.208	2023-08-05 03:55:28
4516	6yhiA	7bwnD	3rt1BD	-13.612	2023-08-05 03:55:28
4517	6yhiA	7bwnD	3tt1AB	-23.271	2023-08-05 03:55:28
4518	6yhpA	1olgA	1qb2AB	-13.335	2023-08-05 03:55:28
4519	6yhpA	1olgA	1sfkAB	-14.693	2023-08-05 03:55:28
4520	6yhpA	1olgA	1watAB	-22.191	2023-08-05 03:55:28
4521	6yhpA	1olgA	2a1fCD	-17.702	2023-08-05 03:55:28
4522	6yhpA	1olgA	2fmyCD	-10.083	2023-08-05 03:55:28
4523	6yhpA	1olgA	3d0tCD	-16.763	2023-08-05 03:55:28
4524	7qj6E	3oduA	3df6AC	-12.424	2023-08-05 03:55:08
4525	7qj6E	3oduB	1y74AD	-20.415	2023-08-05 03:55:08
4526	7qj6E	3oduB	3k1sBI	-12.219	2023-08-05 03:55:08
4527	7qj6E	3oe0A	1y74AD	-15.793	2023-08-05 03:55:08
4528	7qj6E	3oe0A	2vqgAI	-12.343	2023-08-05 03:55:08
4529	7qj6E	3oe0A	3k1sBI	-11.156	2023-08-05 03:55:08
